id,dataset,grade,problem,answer,operation,formula
nluds-1817,ASDiv,1-2,"Roger was reading through his favorite book series. He had 30 books to read total. If he read 6 books each week, how many weeks would it take him to finish the series?",5 (weeks),Common-Division,30/6=5
nluds-1818,ASDiv,1-2,Rachel had to complete 9 pages of math homework and 2 pages of reading homework. How many pages did she have to complete total?,11 (pages),Addition,9+2=11
nluds-1819,ASDiv,1-2,An industrial machine can make 6 shirts every minute. How many shirts would it have made in 6 minutes?,36 (shirts),Multiplication,6*6=36
nluds-1820,ASDiv,1-2,"Haley collected 9 cans for recycling. If she put 7 cans in one bag, how many cans did she have left?",2 (cans),Subtraction,9-7=2
nluds-1821,ASDiv,1-2,Amy was buying different soups. She bought 6 cans of chicken soup and 3 cans of tomato soup. How many soups did she buy?,9 (soups),Addition,6+3=9
nluds-1822,ASDiv,1-2,"A vase can hold 5 flowers. If you had 25 flowers, how many vases would you need?",5 (vases),Common-Division,25/5=5
nluds-1823,ASDiv,1-2,Adam was reading through his favorite book series. The first week he read 5 different books. The next week he read 8 books. How many books did he read total?,13 (books),Addition,5+8=13
nluds-1824,ASDiv,1-2,"Paige's dresser drawers could hold 2 pieces of clothing each. If she had 4 drawers, how many pieces of clothing could it hold?",8 (pieces of clothing),Multiplication,2*4=8
nluds-1825,ASDiv,1-2,An architect was building a hotel downtown. He built it 3 stories tall with 8 rooms on each story. How many rooms does the hotel have totaled?,24 (rooms),Multiplication,3*8=24
nluds-1826,ASDiv,1-2,Isabel received 14 dollars for her birthday. Later she found some toys that cost 2 dollars each. How many of the toys could she buy?,7 (toys),Common-Division,14/2=7
nluds-1827,ASDiv,1-2,"There are 30 students in a class. If the teacher put them into groups with 5 students in each group, how many groups would she have?",6 (groups),Common-Division,30/5=6
nluds-1828,ASDiv,1-2,"Haley's mom was buying extra school supplies for Haley and her sister. If she bought 2 reams of paper for Haley and 3 reams for her sister, how many did she buy total?",5 (reams of paper),Addition,2+3=5
nluds-1829,ASDiv,1-2,"There are 40 students in the school band. If the band instructor put the students into rows with 5 students in each row, how many rows could he make?",8 (rows),Common-Division,40/5=8
nluds-1830,ASDiv,1-2,Roger mowed his lawn 15 times total during the spring and summer. If he mowed it 9 times in the summer. How many times did he mow in the spring?,6 (times),Subtraction,15-9=6
nluds-1831,ASDiv,1-2,"Robin bought 11 sodas for her and her friends. If they only drank 3 of them, how many extras did she have?",8 (extras),Subtraction,11-3=8
nluds-1832,ASDiv,1-2,An architect was building his two story house. On the first floor the house had 6 bedrooms and the second floor had 4 bedrooms. How many bedrooms does the house have totaled?,10 (bedrooms),Addition,6+4=10
nluds-1833,ASDiv,1-2,"Carol was sending out birthday invitations to her friends. If each package of invitations she bought had 9 invitations in it and she bought 5 packs, how many friends can she invite?",45 (friends),Multiplication,9*5=45
nluds-1834,ASDiv,1-2,A designer was buying furniture for her new house. She bought 3 chairs for the living room and 6 for her kitchen. How many chairs did she buy total?,9 (chairs),Addition,3+6=9
nluds-1835,ASDiv,1-2,A pet store had 4 snakes. They had the snakes in cages with 2 snakes in each cage. How many cages did the pet store have?,2 (cages),Common-Division,4/2=2
nluds-1836,ASDiv,1-2,"A contractor was buying wall outlets for a new house he was building. Each room needed 6 outlets. If the house has 7 rooms, how many outlets does he need total?",42 (outlets),Multiplication,6*7=42
nluds-1837,ASDiv,1-2,"John threw a Halloween party where 13 people showed up. If only 6 dressed up, how many people didn't wear costumes?",7 (people),Subtraction,13-6=7
nluds-1838,ASDiv,1-2,"Oliver was yard sale shopping. He ended up buying 11 video games, but only 6 of them worked. How many bad games did he buy?",5 (bad games),Subtraction,11-6=5
nluds-1839,ASDiv,1-2,A pet store took ten birds out of a cage and had nine still left inside. How many birds were in the cage to start with?,19 (birds),Addition,10+9=19
nluds-1840,ASDiv,1-2,Rachel picked three apples from her tree. Now the tree has four apples still on it. How many apples did the tree have to begin with?,7 (apples),Addition,3+4=7
nluds-1841,ASDiv,1-2,Paige raised fifteen goldfish in the pond but stray cats loved eating them. Now she has four left. How many goldfish disappeared?,11 (goldfish),Subtraction,15-4=11
nluds-1842,ASDiv,1-2,Cody cooked fourteen dumplings. He ate seven. How many dumplings does Cody have now?,7 (dumplings),Subtraction,14-7=7
nluds-1843,ASDiv,1-2,"Sarah could send ten text messages a day. If she sent eight, how many text messages does she have left she can send?",2 (text messages),Subtraction,10-8=2
nluds-1844,ASDiv,1-2,"Debby had twelve pieces of candy. After eating some, she had three pieces. How many pieces did Debby eat?",9 (pieces),Subtraction,12-3=9
nluds-1845,ASDiv,1-2,Frank had $16. After buying some new toys he had $8 left. How much did he spend on toys?,8 (dollars),Subtraction,16-8=8
nluds-1846,ASDiv,1-2,"Robin's hair was fifteen inches long. If she cut off five inches, how long is her hair now?",10 (inches),Subtraction,15-5=10
nluds-1847,ASDiv,1-2,At the fair Megan had $17 to spend. She spent $6 on rides. How much money does she have left?,11 (dollars),Subtraction,17-6=11
nluds-1848,ASDiv,1-2,"There were nine kinds of sandwiches on the menu. Unfortunately, five of them had been sold out, how many kinds of sandwiches do they actually provide now?",4 (sandwiches),Subtraction,9-5=4
nluds-1849,ASDiv,1-2,A chef had sixteen apples. After making a pie he had seven left. How many apples did he use in the pie?,9 (apples),Subtraction,16-7=9
nluds-1850,ASDiv,1-2,The book fair sold four posters. Now they have two posters left. How many posters did they have to begin with?,6 (posters),Addition,4+2=6
nluds-1851,ASDiv,1-2,Ned ordered some pizzas for a party. During the party four were eaten. Now he has seven left. How many pizzas did Ned order for the party?,11 (pizzas),Addition,4+7=11
nluds-1852,ASDiv,1-2,A baker sold twelve cakes. Now he has three cakes. How many cakes did the baker have to start with?,15 (cakes),Addition,12+3=15
nluds-1853,ASDiv,1-2,Jerry had $18. He spent $6 on new video games. How much money does he have now?,12 (dollars),Subtraction,18-6=12
nluds-1854,ASDiv,1-2,"Dave had sixteen apps on his phone. After deleting some, he had eight left. How many apps did he delete?",8 (apps),Subtraction,16-8=8
nluds-1855,ASDiv,1-2,Isabel had sixteen bottles of water. After a week she had seven left. How many did she drink?,9 (bottles of water),Subtraction,16-7=9
nluds-1856,ASDiv,1-2,"A waiter had eighteen customers. If six left, how many customers would the waiter still have?",12 (customers),Subtraction,18-6=12
nluds-1857,ASDiv,1-2,"Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?",14 (bottles),Subtraction,17-3=14
nluds-1858,ASDiv,1-2,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room. How many days did she spend?,11 (days),Subtraction,14-3=11
nluds-1859,ASDiv,1-2,Maria took sixteen fish out of her fish tank. Now there are three fish in the tank. How many fish were in the tank to start with?,19 (fish),Addition,16+3=19
nluds-1860,ASDiv,1-2,A waiter had fourteen customers. After some left he still had three customers. How many customers left?,11 (customers),Subtraction,14-3=11
nluds-1861,ASDiv,1-2,Paige had eleven pencils. After using some she had four left. How many did she use?,7 (pencils),Subtraction,11-4=7
nluds-1862,ASDiv,1-2,Cody had a bag of marbles. Later he gave five to his brother. Now Cody has seven marbles. How many marbles did Cody have to start with?,12 (marbles),Addition,5+7=12
nluds-1863,ASDiv,1-2,"A museum had thirteen paintings. If they got rid of eight of them, how many pictures would they have left?",5 (pictures),Subtraction,13-8=5
nluds-1864,ASDiv,1-2,A chef used fifteen apples to make a pie. Now he has four apples left. How many apples did he have before he made the pie?,19 (apples),Addition,15+4=19
nluds-1865,ASDiv,1-2,Amy's hair was eleven inches long. After a haircut it was seven inches long. How much did she cut off?,4 (inches),Subtraction,11-7=4
nluds-1866,ASDiv,1-2,Megan gave seven acorns to her sister. Now Megan has nine acorns left. How many acorns did Megan have in the beginning?,16 (acorns),Addition,7+9=16
nluds-1867,ASDiv,1-2,"A chef had fourteen apples. If he used eight of them to make a pie, how many apples would he still have?",6 (apples),Subtraction,14-8=6
nluds-1868,ASDiv,1-2,"For Halloween Will got fifteen pounds of candy. After giving some to Haley, he had nine pounds left. How many pounds did he give to Haley?",6 (pounds),Subtraction,15-9=6
nluds-1869,ASDiv,1-2,"Amy had twelve pencils. If she used four of them, how many would she have left?",8 (pencils),Subtraction,12-4=8
nluds-1870,ASDiv,1-2,Victor had nineteen apps on his phone. He deleted eight of them. How many apps does Victor have left?,11 (apps),Subtraction,19-8=11
nluds-1871,ASDiv,1-2,Edward spent $13. Now he has $6. How much did Edward have before he spent his money?,19 (dollars),Addition,13+6=19
nluds-1872,ASDiv,1-2,A package had eighteen cookies in it. After eating some there were nine left. How many were eaten?,9 (cookies),Subtraction,18-9=9
nluds-1873,ASDiv,1-2,A tape was thirteen meters long. Haley used some to seal cartons. Now the tape is six meters long. How much tape did she use?,7 (meters),Subtraction,13-6=7
nluds-1874,ASDiv,1-2,"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?",12 (chairs),Subtraction,15-3=12
nluds-1875,ASDiv,1-2,Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?,5 (dollars),Addition,2+3=5
nluds-1876,ASDiv,1-2,Ned gave away thirteen of his video games to a friend. Now Ned has six games. How many games did Ned have before he gave the games away?,19 (games),Addition,13+6=19
nluds-1877,ASDiv,1-2,For a party Cody bought eleven cupcakes. After the party he had two left. How many were eaten at the party?,9 (cupcakes),Subtraction,11-2=9
nluds-1878,ASDiv,1-2,Jerry had eleven cherries. He ate eight of them. How many cherries does Jerry have left?,3 (cherries),Subtraction,11-8=3
nluds-1879,ASDiv,1-2,"At the arcade Dave had won thirteen tickets. If he used six to buy some toys, how many tickets did Dave have left?",7 (tickets),Subtraction,13-6=7
nluds-1880,ASDiv,1-2,Sally memorized eight poems. After some time she could only recite three of them. How many poems did she forget?,5 (poems),Subtraction,8-3=5
nluds-1881,ASDiv,1-2,"Frank got fifteen pounds of mushroom for family barbecue. If they ate eight pounds, how many pounds were left?",7 (pounds),Subtraction,15-8=7
nluds-1882,ASDiv,1-2,"Adam put eighteen items in the shopping cart. After deleting some, he had eight left. How many items did Adam delete?",10 (items),Subtraction,18-8=10
nluds-1883,ASDiv,1-2,"Kaleb has seventeen shirts. If he got rid of seven of them, how many shirts would Kaleb have?",10 (shirts),Subtraction,17-7=10
nluds-1884,ASDiv,1-2,While playing a game Edward had fifteen lives. He lost eight lives on a hard level. How many lives does he have left?,7 (lives),Subtraction,15-8=7
nluds-1885,ASDiv,1-2,"A group was sitting at a lunch table. After finishing, six people left and there were five left at the table. How many people were at the table to start with?",11 (people),Addition,6+5=11
nluds-1886,ASDiv,1-2,A clown had sixteen balloons. He gave four away at a party. How many balloons does he still have?,12 (balloons),Subtraction,16-4=12
nluds-1887,ASDiv,1-2,Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?,11 (trees),Subtraction,16-5=11
nluds-1888,ASDiv,1-2,"Debby owned thirteen DVDs. If she sold six of them, how many would she have left?",7 (DVDs),Subtraction,13-6=7
nluds-1889,ASDiv,1-2,The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,10 (cakes),Subtraction,19-9=10
nluds-1890,ASDiv,1-2,"Frank had thirteen boxes. If he filled eight with toys, how many boxes does he still have?",5 (boxes),Subtraction,13-8=5
nluds-1891,ASDiv,1-2,"Mike got twenty-eight GB of space on his disk drive to backup his files. If his files would take up twenty-six GB, how many GB would he have left?",2 (GB),Subtraction,28-26=2
nluds-1892,ASDiv,1-2,"There are ninety-eight cats in the little town. If ninety-two of them are a asleep, how many cats are still awake?",6 (cats),Subtraction,98-92=6
nluds-1893,ASDiv,1-2,"Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?",37 (pennies),Subtraction,93-56=37
nluds-1894,ASDiv,1-2,"A farmer had ninety-seven tomatoes from his garden. If he picked eighty-three of them, how many would he have left?",14 (tomatoes),Subtraction,97-83=14
nluds-1895,ASDiv,1-2,"Kaleb had sixty-seven cherries. After eating some, he had forty-two left. How many cherries did Kaleb eat?",25 (cherries),Subtraction,67-42=25
nluds-1896,ASDiv,1-2,There were ninety-eight onions on the shelf. Sixty-five were sold. How many onions is there on the shelf now?,33 (onions),Subtraction,98-65=33
nluds-1897,ASDiv,1-2,Paul had eighty-six books. After selling some in a garage sale he had seventy-eight left. How many books did he sell?,8 (books),Subtraction,86-78=8
nluds-1898,ASDiv,1-2,Olivia had eighty-one pieces of paper in her folder. She used fifty-six pieces. How many pieces does she have now?,25 (pieces),Subtraction,81-56=25
nluds-1899,ASDiv,1-2,Isabel had some candy. She gave her friend twenty-seven pieces and had sixty-one left. How many pieces did she have to start with?,88 (pieces),Addition,27+61=88
nluds-1900,ASDiv,1-2,When Amy got to the fair she had $15. When she left she had $11. How much money did she spend at the fair?,4 (dollars),Subtraction,15-11=4
nluds-1901,ASDiv,1-2,While playing a game Kaleb had ninety-eight lives. After losing some lives he had seventy-three left. How many lives did Kaleb lose?,25 (lives),Subtraction,98-73=25
nluds-1902,ASDiv,1-2,Maria had sixty-seven pieces of candy. She ate sixty-four pieces. How many pieces of candy does Maria have now?,3 (pieces of candy),Subtraction,67-64=3
nluds-1903,ASDiv,1-2,A store has forty-nine shirts. After selling some there were twenty-eight left. How many did they sell?,21 (shirts),Subtraction,49-28=21
nluds-1904,ASDiv,1-2,At the arcade Dave spent forty-three tickets on stuffed tiger. Then he had fifty-five left. How many tickets did Dave have to start with?,98 (tickets),Addition,43+55=98
nluds-1905,ASDiv,1-2,Gwen had ninety-eight DS games. After she gave some to her friends she had ninety-one left. How many games did she give away?,7 (games),Subtraction,98-91=7
nluds-1906,ASDiv,1-2,Billy had seventy-four cherries. He ate seventy-two of them. How many cherries does Billy have left?,2 (cherries),Subtraction,74-72=2
nluds-1907,ASDiv,1-2,Adam had some quarters. He spent nine of them at the arcade and had seventy-nine left over. How many quarters did he have to start with?,88 (quarters),Addition,9+79=88
nluds-1908,ASDiv,1-2,At a bus stop forty-seven people got off the bus. Now there were forty-three people on the bus. How many people were on the bus before?,90 (people),Addition,47+43=90
nluds-1909,ASDiv,1-2,"It takes Mike ninety-eight minutes to walk to school. If he rides a bicycle to school, it would save him sixty-four minutes. How much time did Mike save?",34 (minutes),Subtraction,98-64=34
nluds-1910,ASDiv,1-2,A farmer had forty-six tomatoes from his garden. After picking some he had three left. How many did he pick?,43 (tomatoes),Subtraction,46-3=43
nluds-1911,ASDiv,1-2,Carol had ninety-seven pieces of tissue paper. After blowing her nose she had ninety-three left. How many pieces of tissue paper did she use?,4 (pieces),Subtraction,97-93=4
nluds-1912,ASDiv,1-2,Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?,93 (butterflies),Addition,11+82=93
nluds-1913,ASDiv,1-2,A chef had forty-six apples. After making some pies he had fourteen left. How many apples did he use?,32 (apples),Subtraction,46-14=32
nluds-1914,ASDiv,1-2,"For Halloween Oliver got seventy-eight pounds of candy. After giving some to Janet, he had sixty-eight pounds left. How many pounds did he give to Janet?",10 (pounds),Subtraction,78-68=10
nluds-1915,ASDiv,1-2,There were fifty-eight people on the train. At the next stop forty-five people got off. How many people are there on the train now?,13 (people),Subtraction,58-45=13
nluds-1916,ASDiv,1-2,A fast food restaurant had ninety-nine hotdogs. After selling some they had ninety-seven left. How many hotdogs did they sell?,2 (hotdogs),Subtraction,99-97=2
nluds-1917,ASDiv,1-2,John bought some cupcakes for a party. During the party eleven were eaten. Now he has twenty-one left. How many cupcakes did John get for the party?,32 (cupcakes),Addition,11+21=32
nluds-1918,ASDiv,1-2,Adam needed to climb ninety-six stair steps to reach the rooftop. He already climbed seventy-four. How many stair steps do left for Adam to climb now?,22 (stair steps),Subtraction,96-74=22
nluds-1919,ASDiv,1-2,There were forty-eight people on the train. After the first stop there were thirty-one people left. How many people got off?,17 (people),Subtraction,48-31=17
nluds-1920,ASDiv,1-2,"Mike had fifty-one books, but he sold forty-five at a garage sale. How many books does Mike still have?",6 (books),Subtraction,51-45=6
nluds-1921,ASDiv,1-2,"A museum had ninety-eight paintings. After they got rid of some, they had ninety-five left. How many paintings did they get rid of?",3 (paintings),Subtraction,98-95=3
nluds-1922,ASDiv,1-2,"Jessie weighted seventy-four kilograms. After she started to go jogging everyday, now she weights sixty-seven kilograms. How much weight did she lose in the past?",7 (kilograms),Subtraction,74-67=7
nluds-1923,ASDiv,1-2,At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left. How many tickets did the yoyo cost?,16 (tickets),Subtraction,48-32=16
nluds-1924,ASDiv,1-2,"For a party Adam bought ninety-seven cupcakes. If fifty-eight were eaten, how many cupcakes would Adam have left?",39 (cupcakes),Subtraction,97-58=39
nluds-1925,ASDiv,1-2,For a birthday party a clown gave away six balloons. Now he has fifty-five balloons left. How many balloons did the clown have to start with?,61 (balloons),Addition,6+55=61
nluds-1926,ASDiv,1-2,A chef used thirty-nine cherries to make a pie. Now he has fifty-eight cherries left. How many cherries did he have before he made the pie?,97 (cherries),Addition,39+58=97
nluds-1927,ASDiv,1-2,"There were ninety-four dollars in Olivia's wallet. After she visited a supermarket, there were seventy-eight dollars left. How much did she spend?",16 (dollars),Subtraction,94-78=16
nluds-1928,ASDiv,1-2,Winnie completed eighty-six consecutive repetitions for rope jumping yesterday. Today she completed only seventy-three. How many repetitions did she fell behind?,13 (repetitions),Subtraction,86-73=13
nluds-1929,ASDiv,1-2,While playing a video game Ned lost thirteen lives. Now he has seventy lives. How many lives did Ned have at the start?,83 (lives),Addition,13+70=83
nluds-1930,ASDiv,1-2,Will was picking up sticks from his yard. He picked up thirty-eight but there were still sixty-one left. How many sticks were originally in the yard?,99 (sticks),Addition,38+61=99
nluds-1931,ASDiv,1-2,Gwen prepared ninety-eight books to sell in the flea market. After the activity ended she had ninety-six books left. How many did she sell?,2 (books),Subtraction,98-96=2
nluds-1932,ASDiv,1-2,"A baker made ninety cakes. If he sold eighty-three of them, how many cakes would the baker still have?",7 (cakes),Subtraction,90-83=7
nluds-1933,ASDiv,1-2,"A chef had seventy-seven cherries. If he used sixty of them to make a pie, how many cherries would he still have?",17 (cherries),Subtraction,77-60=17
nluds-1934,ASDiv,1-2,Carol had eighty-one pieces of paper in her folder. After a week she had thirty-eight left. How many pieces did she use in the week?,43 (pieces),Subtraction,81-38=43
nluds-1935,ASDiv,1-2,"Isabel had ninety DS games. If she gave eighty-seven to her friend, how many would she have left?",3 (DS games),Subtraction,90-87=3
nluds-1936,ASDiv,1-2,Maria stored ninety-three cloves of garlic in the kitchen. She used eighty-six for roast chicken for dinner. How many cloves of garlic does she have left?,7 (cloves),Subtraction,93-86=7
nluds-1937,ASDiv,1-2,"A store has thirty-five shirts. If they sold thirty of them, how many shirts would they have?",5 (shirts),Subtraction,35-30=5
nluds-1938,ASDiv,1-2,Paige used three of her pencils. Now she has ninety-one pencils. How many pencils did Paige have to begin with?,94 (pencils),Addition,3+91=94
nluds-1939,ASDiv,1-2,Gwen's hair was twenty-eight centimeters long. After a haircut it was seventeen centimeters long. How much did she cut off?,11 (centimeters),Subtraction,28-17=11
nluds-1940,ASDiv,1-2,"Adam picked thirty-five strawberries. After eating some, he had thirty-three left. How many strawberries did Adam eat?",2 (strawberries),Subtraction,35-33=2
nluds-1941,ASDiv,1-2,"Janet had eighty-five paper clips on the desk when she woke up in the morning. Before going to bed, she found there were twenty-six left. How many paper clips did she use today?",59 (paper clips),Subtraction,85-26=59
nluds-1942,ASDiv,1-2,"At the zoo a cage had sixty-eight snakes. If forty-two were hiding, how many snakes were not hiding?",26 (snakes),Subtraction,68-42=26
nluds-1943,ASDiv,1-2,Olivia gave her cat two cheese cubes. Now Olivia has ninety-eight cheese cubes left. How many cheese cubes did Olivia have originally?,100 (cheese cubes),Addition,2+98=100
nluds-1944,ASDiv,1-2,A clown had eighty-two balloons. After a party he had sixteen left. How many balloons did he use at the party?,66 (balloons),Subtraction,82-16=66
nluds-1945,ASDiv,1-2,"A pet store had eighty-five gerbils. If they sold sixty-nine of them, how many would they have left?",16 (gerbils),Subtraction,85-69=16
nluds-1946,ASDiv,1-2,"On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total?",14 (pizzas),Sum,2+6+6=14
nluds-1947,ASDiv,1-2,"In a game you start with 2 lives. If you got 6 extra lives in the first level and 11 more in the second, how many lives would you have?",19 (lives),TVQ-Final,2+6+11=19
nluds-1948,ASDiv,1-2,"A chef was making pies. He made 2 apple, 4 pecan and 7 pumpkin pies. How many pies did he make total?",13 (pies),Sum,2+4+7=13
nluds-1949,ASDiv,1-2,"A pet store had 2 white cats, 10 black cats and 3 gray cats. How many cats did they have total?",15 (cats),Sum,2+10+3=15
nluds-1950,ASDiv,1-2,"Amy had 2 dollars. If she got 13 more dollars for doing chores and 3 more for her birthday, how much money does she have now?",18 (dollars),Sum,2+13+3=18
nluds-1951,ASDiv,1-2,"At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?",12 (dollars),Sum,2+8+2=12
nluds-1952,ASDiv,1-2,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?",19 (pencils),Sum,2+2+15=19
nluds-1953,ASDiv,1-2,"Jerry was weighing boxes for moving. The first was 2 pounds, the second was 11 pounds and the last was 5 pounds. What is the combined weight of all three boxes?",18 (pounds),Sum,2+11+5=18
nluds-1954,ASDiv,1-2,"While playing a trivia game, Team A scored 2 points, Team B scored 9 points and Team C scored 4 points. How many points were scored total?",15 (points),Sum,2+9+4=15
nluds-1955,ASDiv,1-2,"A chef bought 2 purple grapes and 2 green grapes. If he already had 3 grapes, how many grapes does he have now?",7 (grapes),Sum,2+2+3=7
nluds-1956,ASDiv,1-2,"In the freezer there are 2 grape popsicles, 13 cherry popsicles and 2 banana popsicles. How many popsicles are there total?",17 (popsicles),Sum,2+13+2=17
nluds-1957,ASDiv,1-2,On Monday Debby jogged 2 kilometers. On Tuesday she jogged 5 kilometers and on Wednesday she jogged 9. How many kilometers did she jog total?,16 (kilometers),TVQ-Final,2+5+9=16
nluds-1958,ASDiv,1-2,A pet store had 2 dogs. On Sunday they got 5 more. On Monday they got 3 more. How many dogs does the pet store have now?,10 (dogs),TVQ-Final,2+5+3=10
nluds-1959,ASDiv,1-2,"For lunch, 2 students selected chocolate milk, 15 selected strawberry milk and 3 selected regular milk. How many milks were taken total?",20 (milks),Sum,2+15+3=20
nluds-1960,ASDiv,1-2,Tom already had 2 pieces of candy. His friend gave him 7 more and then Tom bought another 10. How many pieces does Tom have now?,19 (pieces),TVQ-Final,2+7+10=19
nluds-1961,ASDiv,1-2,"A farmer planted 2 tomato seeds, 10 cucumber seeds and 3 pumpkin seeds. How many seeds did he plant all together?",15 (seeds),Sum,2+10+3=15
nluds-1962,ASDiv,1-2,"Frank was reading a book. He read 2 pages at school, 3 on the bus and 3 at home. How many pages did Frank read?",8 (pages),Sum,2+3+3=8
nluds-1963,ASDiv,1-2,"Tom used 2 batteries on his flashlights, 15 in his toys and 2 in his controllers. How many batteries did Tom use?",19 (batteries),Sum,2+15+2=19
nluds-1964,ASDiv,1-2,"While organizing her files, Bianca deleted 2 pictures, 8 songs and 7 text files. What is the total number of files she deleted?",17 (files),Sum,2+8+7=17
nluds-1965,ASDiv,1-2,"Roger had 2 new crayons, 4 used crayons and 8 broken crayons. How many crayons did Roger have total?",14 (crayons),Sum,2+4+8=14
nluds-1966,ASDiv,1-2,"For a new year's party 2 red balloons, 12 green balloons and 6 white balloons were used. What is the total number of balloons used?",20 (balloons),Sum,2+12+6=20
nluds-1967,ASDiv,1-2,A vet was weighing 3 cats. The first weighed 2 pounds. The second weighed 7 pounds and the last weighed 4 pounds. What is their combined weight?,13 (pounds),Sum,2+7+4=13
nluds-1968,ASDiv,1-2,"Henry already had 5 dollars, but earned another 2 dollars doing chores. His friend had 13 dollars. If they put their money together, how much would they have?",20 (dollars),Sum,5+2+13=20
nluds-1969,ASDiv,1-2,"Tom read 2 books in May, 6 in June and 10 in July. How many books did Tom read?",18 (books),TVQ-Final,2+6+10=18
nluds-1970,ASDiv,1-2,"On a table there were 2 green apples, 3 red apples and 14 yellow apples. How many apples were on the table?",19 (apples),Sum,2+3+14=19
nluds-1971,ASDiv,1-2,"At the arcade Debby spent 2 tickets on a hat, 10 on a stuffed animal and 2 on a yoyo. How many tickets did she spend total?",14 (tickets),Sum,2+10+2=14
nluds-1972,ASDiv,1-2,"A gas station sold 2 boxes of chocolate candy, 5 boxes of sugar candy and 2 boxes of gum. What is the total number of boxes they sold?",9 (boxes),Sum,2+5+2=9
nluds-1973,ASDiv,1-2,"A chef was making soups. She made 2 bowls of chicken soup, 2 bowls of mushroom soup and 7 bowls of tomato soup. How many bowls of soup did she make total?",11 (bowls of soup),Sum,2+2+7=11
nluds-1974,ASDiv,1-2,"Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?",14 (times),Sum,2+2+10=14
nluds-1975,ASDiv,1-2,An artist painted 2 pictures in June. He painted 2 more in July and in August he painted 9. How many pictures did he paint total?,13 (pictures),TVQ-Final,2+2+9=13
nluds-1976,ASDiv,1-2,"Henry bought 2 new fireworks and his friend bought 3. If they already had 6 saved from last year, how many do they have now?",11 (new fireworks),Sum,2+3+6=11
nluds-1977,ASDiv,1-2,"At the bank, a customer turned in 2 dimes, 2 nickels and 7 quarters. What is the total number of coins the customer turned in?",11 (coins),Sum,2+2+7=11
nluds-1978,ASDiv,1-2,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry. How many cupcakes did she buy?",17 (cupcakes),Sum,2+13+2=17
nluds-1979,ASDiv,1-2,"During a sale, a shoe store sold 2 pairs of sneakers, 4 pairs of sandals and 11 pairs of boots. How many pairs of shoes did the store sell?",17 (pairs of shoes),Sum,2+4+11=17
nluds-1980,ASDiv,1-2,"Jerry was counting the money he received for his birthday. From his aunt he received $9. From his uncle he received $9. His best friends gave him $22, $23 and $22 and $22. And his sister gave him $7. What is the mean of the money he received?",16.3 (dollars),Set-Operation,(9+9+22+23+22+22+7)/7=16.3
nluds-1981,ASDiv,1-2,Victor was selling chocolate for a school fund raiser. On the first week he sold 75. On the second week he sold 67. On the third week he sold 75. On the fourth week he sold 70 and on the last week he sold 68. What is the mean of the chocolate bars he sold?,71 (chocolate bars),Set-Operation,(75+67+75+70+68)/5=71
nluds-1982,ASDiv,1-2,"During the first 6 hours of the fair there were the following number of customers: 58, 58, 62, 55, 49 and 48. What is the mean of the number of customers?",55 (customers),Set-Operation,(58+58+62+55+49+48)/6=55
nluds-1983,ASDiv,1-2,"Amy was doing a classroom survey. She asked the girls in the class how many siblings they had and recorded the results: 1, 6, 10, 4, 3, 3, 11, 3 and 10. What is the mean of the results?",5.7 (siblings),Set-Operation,(1+6+10+4+3+3+11+3+10)/9=5.7
nluds-1984,ASDiv,1-2,"Cody counted the number of times people sharpened their pencils in class for a week. He counted: 13, 8, 13, 21, 7 and 23. What is the mean of the numbers?",14.2 (times),Set-Operation,(13+8+13+21+7+23)/6=14.2
nluds-1985,ASDiv,1-2,"At an ice cream parlor, the owner was tracking the number of chocolate cones he sold over a week. His results were: 100, 92, 109, 96, 103, 96 and 105. What is the mean of the cones sold?",100.1 (cones),Set-Operation,(100+92+109+96+103+96+105)/7=100.1
nluds-1986,ASDiv,1-2,"While driving past stores, Dave counted the number of cars in the parking lots. He counted: 30, 14, 14, 21 and 25. What is the mean of the cars he counted?",20.8 (cars),Set-Operation,(30+14+14+21+25)/5=20.8
nluds-1987,ASDiv,1-2,"Nancy was counting the number of people on different toys on the playground. She counted: 6, 12, 1, 12, 7, 3 and 8. What is the mean of the people?",7 (people),Set-Operation,(6+12+1+12+7+3+8)/7=7
